#Wavelen Tel/CBP	
370	0.004993867	
380	0.007091056	
390	0.008822313	
400	0.017760443	
401	0.017860543	
402	0.01758765	
403	0.017722308	
404	0.017831335	
405	0.017960461	
406	0.018062881	
407	0.018195488	
408	0.018298219	
409	0.018430439	
410	0.018508726	
411	0.018618242	
412	0.01871546	
413	0.018792495	
414	0.018885379	
415	0.018981341	
416	0.019046879	
417	0.019122326	
418	0.019197625	
419	0.019271515	
420	0.019312926	
421	0.019365835	
422	0.019456676	
423	0.019528314	
424	0.019604459	
425	0.01966377	
426	0.019727299	
427	0.019780161	
428	0.019812595	
429	0.0198523	
430	0.019893597	
431	0.01996664	
432	0.019996671	
433	0.020046455	
434	0.020085345	
435	0.020125773	
436	0.020145089	
437	0.020187564	
438	0.020246551	
439	0.020288203	
440	0.020298705	
441	0.020353329	
442	0.020387585	
443	0.020417746	
444	0.020460809	
445	0.020490012	
446	0.020530445	
447	0.020584822	
448	0.020627029	
449	0.020660203	
450	0.020676018	
451	0.020726705	
452	0.020749232	
453	0.020767643	
454	0.020787929	
455	0.020841226	
456	0.020882031	
457	0.020923893	
458	0.020953638	
459	0.020986369	
460	0.021009041	
461	0.021045736	
462	0.021065727	
463	0.02105641	
464	0.02109341	
465	0.021132872	
466	0.021144299	
467	0.021179361	
468	0.021211242	
469	0.021246568	
470	0.0212621	
471	0.021294543	
472	0.021301448	
473	0.021308116	
474	0.021347066	
475	0.021390976	
476	0.02139463	
477	0.021402756	
478	0.021425159	
479	0.021451358	
480	0.021468211	
481	0.021501562	
482	0.021531907	
483	0.021555796	
484	0.021565505	
485	0.021595232	
486	0.021610555	
487	0.021614397	
488	0.021634016	
489	0.02163842	
490	0.021631417	
491	0.021654621	
492	0.021663038	
493	0.021686568	
494	0.021684334	
495	0.021700292	
496	0.021739873	
497	0.021749939	
498	0.021760129	
499	0.021775532	
500	0.021769723	
501	0.021791027	
502	0.021797784	
503	0.021793492	
504	0.021807587	
505	0.021808646	
506	0.021810735	
507	0.021818605	
